1303.97583198  0.482308897759 3.0
1303.97583198  0.641637763002 2.0
804.207674718  0.0675067001228 104
1303.97583198  0.561976874836 2.3
1402.93229686  0.1499195195 5.0
903.164136565  0.949310711489 33.2
403.399013634  0.92184097454 6224
903.164136565  0.119701193448 88.3
1202.53450425  0.350454119939 7.4
1402.93168939  0.669109452604 1.5
502.364863978  0.0235564227757 1010
903.166566458  0.47407331528 32.6
1103.57225622  0.861407160026 6.3
502.365198088  0.680104351984 670
1501.89848132  0.927338766535 2.6
1402.9326006  0.74327896994 1.4
1002.13093153  0.740538845712 10.1
1002.13093153  0.84767382501 16.7
804.208579853  0.861407395086 45.2
702.767546749  0.932828353333 166
603.804092887  0.0208104304669 457
1002.13031798  0.42462552248 10.5
1202.53601078  0.960297041446 7.9
1103.57135109  0.985025338907 9.6
1103.57135109  0.383418876719 8.1
1303.97704692  0.963043647543 7.1
304.437688964  0.581206914903 10951
603.803187752  0.185630774458 289
1202.53480495  0.0894852618439 28.1
403.400836053  0.586700646455 3342
1202.53480495  0.523518265096 5.3
903.164440302  0.985022651056 28.7
1402.9326006  0.298258176455 2.8
203.0  0.073 185316
1103.57285762  0.479563647392 6.7
403.402354736  0.877888339843 3746
804.210098536  0.982275104043 52.6
203.0  0.180135316206 146442
1103.57285762  0.899858912205 7.3
1202.53753858  0.787234575775 3.3
203.00124532  0.817452361558 334796
1103.57408775  0.097722058409 29.8
702.769375244  0.0180567826726 293
903.167781404  0.237820107919 33.5
903.167781404  0.710315353051 15.6
203.000303737  0.924585321088 717647
603.805019283  0.553729306632 236
502.366413035  0.226831316065 670
1402.93320807  0.446594675036 1.9
903.165047775  0.0592608653633 43.7
1501.89966589  0.987766683965 5.9
702.768773845  0.8394205705 71.0
403.403265946  0.965787683824 2843
1501.9  0.3477 1.9
1402.93414966  0.0372835177281 5.7
1303.97762402  0.803712282295 1.8
1202.53663648  0.174633720076 13.3
1501.9  0.691078844605 1.2
1002.13183667  0.0537613601587 24.2
502.366716771  0.770743108603 1328
502.366716771  0.938312244045 1099
1402.93354218  0.59492830028 1.6
502.366716771  0.0592533785008 1155
1501.9  0.276269902048 2.3
1402.93414966  0.987757912195 6.3
603.803187752  0.737774271146 155
1501.89760048  0.138916360964 4.3
