# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay_geq_6,1_sd_,1_sd__1
6.57740e-18,4.00000e+02,1.04770e-03,1.57150e-04,-1.57150e-04
4.93292e-18,4.00000e+02,7.70320e-04,1.01350e-04,-1.01350e-04
3.94652e-18,4.00000e+02,6.12320e-04,7.37480e-05,-7.37480e-05
3.28870e-18,4.00000e+02,5.07800e-04,5.78040e-05,-5.78040e-05
2.81896e-18,4.00000e+02,4.32580e-04,4.75130e-05,-4.75130e-05
2.46655e-18,4.00000e+02,3.75520e-04,4.03510e-05,-4.03510e-05
2.19247e-18,4.00000e+02,3.30640e-04,3.51100e-05,-3.51100e-05
1.97326e-18,4.00000e+02,2.94340e-04,3.11320e-05,-3.11320e-05
9.86614e-14,5.00000e+02,1.08258e-39,5.41290e-40,-5.41290e-40
6.57740e-14,5.00000e+02,4.77500e-27,2.38750e-27,-2.38750e-27
4.93292e-14,5.00000e+02,8.46160e-21,4.23080e-21,-4.23080e-21
3.94652e-14,5.00000e+02,4.29180e-17,2.14590e-17,-2.14590e-17
3.28870e-14,5.00000e+02,1.18472e-14,5.92360e-15,-5.92360e-15
2.81896e-14,5.00000e+02,6.25740e-13,3.12870e-13,-3.12870e-13
2.46655e-14,5.00000e+02,1.18280e-11,5.91400e-12,-5.91400e-12
2.19247e-14,5.00000e+02,1.13154e-10,5.65770e-11,-5.65770e-11
1.97326e-14,5.00000e+02,6.73920e-10,3.36950e-10,-3.36950e-10
9.86614e-15,5.00000e+02,1.36390e-06,6.67660e-07,-6.67660e-07
6.57740e-15,5.00000e+02,1.41468e-05,5.95300e-06,-5.95300e-06
4.93292e-15,5.00000e+02,4.83760e-05,1.56670e-05,-1.56670e-05
3.94652e-15,5.00000e+02,1.09356e-04,2.78860e-05,-2.78860e-05
3.28870e-15,5.00000e+02,1.98688e-04,4.25790e-05,-4.25790e-05
2.81896e-15,5.00000e+02,3.16900e-04,5.95190e-05,-5.95190e-05
2.46655e-15,5.00000e+02,4.65100e-04,7.84750e-05,-7.84750e-05
2.19247e-15,5.00000e+02,6.44240e-04,1.00050e-04,-1.00050e-04
1.97326e-15,5.00000e+02,8.53840e-04,1.25640e-04,-1.25640e-04
9.86614e-16,5.00000e+02,4.82820e-03,4.62160e-04,-4.62160e-04
6.57740e-16,5.00000e+02,7.40540e-03,5.20460e-04,-5.20460e-04
4.93292e-16,5.00000e+02,9.13080e-03,5.20040e-04,-5.20040e-04
3.94652e-16,5.00000e+02,1.02128e-02,5.06550e-04,-5.06550e-04
3.28870e-16,5.00000e+02,1.08350e-02,4.91050e-04,-4.91050e-04
2.81896e-16,5.00000e+02,1.11458e-02,4.76340e-04,-4.76340e-04
2.46655e-16,5.00000e+02,1.12518e-02,4.63660e-04,-4.63660e-04
2.19247e-16,5.00000e+02,1.12228e-02,4.53920e-04,-4.53920e-04
1.97326e-16,5.00000e+02,1.11040e-02,4.47670e-04,-4.47670e-04
9.86614e-17,5.00000e+02,6.78720e-03,1.05010e-03,-1.05010e-03
6.57740e-17,5.00000e+02,5.34220e-03,6.83680e-04,-6.83680e-04
4.93292e-17,5.00000e+02,4.32220e-03,4.93470e-04,-4.93470e-04
3.94652e-17,5.00000e+02,3.57820e-03,3.82090e-04,-3.82090e-04
3.28870e-17,5.00000e+02,3.02100e-03,3.09910e-04,-3.09910e-04
2.81896e-17,5.00000e+02,2.59680e-03,2.59530e-04,-2.59530e-04
2.46655e-17,5.00000e+02,2.26900e-03,2.22760e-04,-2.22760e-04
2.19247e-17,5.00000e+02,2.01220e-03,1.95440e-04,-1.95440e-04
1.97326e-17,5.00000e+02,1.80792e-03,1.75210e-04,-1.75210e-04
9.86614e-18,5.00000e+02,1.29614e-03,2.82100e-04,-2.82100e-04
6.57740e-18,5.00000e+02,8.96680e-04,1.50280e-04,-1.50280e-04
4.93292e-18,5.00000e+02,6.88740e-04,9.95900e-05,-9.95900e-05
3.94652e-18,5.00000e+02,5.54660e-04,7.35180e-05,-7.35180e-05
3.28870e-18,5.00000e+02,4.60260e-04,5.77380e-05,-5.77380e-05
2.81896e-18,5.00000e+02,3.90840e-04,4.72000e-05,-4.72000e-05
2.46655e-18,5.00000e+02,3.38360e-04,3.97190e-05,-3.97190e-05
2.19247e-18,5.00000e+02,2.97860e-04,3.42160e-05,-3.42160e-05
1.97326e-18,5.00000e+02,2.66020e-04,3.01040e-05,-3.01040e-05
9.86614e-14,6.00000e+02,1.70816e-46,8.52040e-47,-8.52040e-47
6.57740e-14,6.00000e+02,1.65160e-31,8.11300e-32,-8.11300e-32
4.93292e-14,6.00000e+02,4.43860e-24,2.11420e-24,-2.11420e-24
3.94652e-14,6.00000e+02,1.17920e-19,5.39200e-20,-5.39200e-20
3.28870e-14,6.00000e+02,1.00282e-16,4.38160e-17,-4.38160e-17
2.81896e-14,6.00000e+02,1.20402e-14,5.02160e-15,-5.02160e-15
2.46655e-14,6.00000e+02,4.27300e-13,1.70310e-13,-1.70310e-13
2.19247e-14,6.00000e+02,6.74760e-12,2.57610e-12,-2.57610e-12
1.97326e-14,6.00000e+02,6.05520e-11,2.22080e-11,-2.22080e-11
9.86614e-15,6.00000e+02,8.93840e-07,2.52710e-07,-2.52710e-07
6.57740e-15,6.00000e+02,1.75008e-05,4.30490e-06,-4.30490e-06
4.93292e-15,6.00000e+02,7.14720e-05,1.54890e-05,-1.54890e-05
3.94652e-15,6.00000e+02,1.65036e-04,3.09890e-05,-3.09890e-05
3.28870e-15,6.00000e+02,2.94940e-04,4.77050e-05,-4.77050e-05
2.81896e-15,6.00000e+02,4.60760e-04,6.52190e-05,-6.52190e-05
2.46655e-15,6.00000e+02,6.65160e-04,8.49480e-05,-8.49480e-05
2.19247e-15,6.00000e+02,9.12920e-04,1.09210e-04,-1.09210e-04
1.97326e-15,6.00000e+02,1.20954e-03,1.41270e-04,-1.41270e-04
9.86614e-16,6.00000e+02,3.66640e-03,3.03150e-04,-3.03150e-04
6.57740e-16,6.00000e+02,6.99140e-03,4.36470e-04,-4.36470e-04
4.93292e-16,6.00000e+02,9.20100e-03,4.91040e-04,-4.91040e-04
3.94652e-16,6.00000e+02,1.04898e-02,5.02900e-04,-5.02900e-04
3.28870e-16,6.00000e+02,1.11850e-02,4.96160e-04,-4.96160e-04
2.81896e-16,6.00000e+02,1.15184e-02,4.82920e-04,-4.82920e-04
2.46655e-16,6.00000e+02,1.16326e-02,4.69020e-04,-4.69020e-04
2.19247e-16,6.00000e+02,1.16122e-02,4.57340e-04,-4.57340e-04
1.97326e-16,6.00000e+02,1.15072e-02,4.49220e-04,-4.49220e-04
9.86614e-17,6.00000e+02,5.82580e-03,8.37340e-04,-8.37340e-04
6.57740e-17,6.00000e+02,5.23860e-03,6.26830e-04,-6.26830e-04
4.93292e-17,6.00000e+02,4.55440e-03,4.89800e-04,-4.89800e-04
3.94652e-17,6.00000e+02,3.96200e-03,3.95510e-04,-3.95510e-04
3.28870e-17,6.00000e+02,3.47740e-03,3.28840e-04,-3.28840e-04
2.81896e-17,6.00000e+02,3.08280e-03,2.80630e-04,-2.80630e-04
2.46655e-17,6.00000e+02,2.75900e-03,2.44990e-04,-2.44990e-04
2.19247e-17,6.00000e+02,2.49200e-03,2.18050e-04,-2.18050e-04
1.97326e-17,6.00000e+02,2.27180e-03,1.97330e-04,-1.97330e-04
9.86614e-18,6.00000e+02,2.71920e-03,3.37460e-04,-3.37460e-04
6.57740e-18,6.00000e+02,1.89004e-03,2.00880e-04,-2.00880e-04
4.93292e-18,6.00000e+02,1.42530e-03,1.38350e-04,-1.38350e-04
3.94652e-18,6.00000e+02,1.13086e-03,1.03280e-04,-1.03280e-04
3.28870e-18,6.00000e+02,9.30720e-04,8.11920e-05,-8.11920e-05
2.81896e-18,6.00000e+02,7.87520e-04,6.63000e-05,-6.63000e-05
2.46655e-18,6.00000e+02,6.80760e-04,5.58230e-05,-5.58230e-05
2.19247e-18,6.00000e+02,5.98400e-04,4.82430e-05,-4.82430e-05
1.97326e-18,6.00000e+02,5.32980e-04,4.26400e-05,-4.26400e-05
9.86614e-14,7.00000e+02,6.54860e-55,3.27430e-55,-3.27430e-55
6.57740e-14,7.00000e+02,3.98380e-37,1.99190e-37,-1.99190e-37
4.93292e-14,7.00000e+02,2.62160e-28,1.31080e-28,-1.31080e-28
3.94652e-14,7.00000e+02,4.63100e-23,2.31540e-23,-2.31540e-23
3.28870e-14,7.00000e+02,1.36372e-19,6.81600e-20,-6.81600e-20
2.81896e-14,7.00000e+02,3.91020e-17,1.95230e-17,-1.95230e-17
2.46655e-14,7.00000e+02,2.63320e-15,1.31140e-15,-1.31140e-15
2.19247e-14,7.00000e+02,6.78600e-14,3.36360e-14,-3.36360e-14
1.97326e-14,7.00000e+02,8.96560e-13,4.40960e-13,-4.40960e-13
9.86614e-15,7.00000e+02,8.22380e-08,3.11340e-08,-3.11340e-08
6.57740e-15,7.00000e+02,3.87380e-06,1.01970e-06,-1.01970e-06
4.93292e-15,7.00000e+02,2.82980e-05,5.67610e-06,-5.67610e-06
3.94652e-15,7.00000e+02,9.55780e-05,1.59460e-05,-1.59460e-05
3.28870e-15,7.00000e+02,2.16940e-04,3.19480e-05,-3.19480e-05
2.81896e-15,7.00000e+02,3.90520e-04,5.30030e-05,-5.30030e-05
2.46655e-15,7.00000e+02,6.06500e-04,7.85860e-05,-7.85860e-05
2.19247e-15,7.00000e+02,8.51620e-04,1.08480e-04,-1.08480e-04
1.97326e-15,7.00000e+02,1.11232e-03,1.42420e-04,-1.42420e-04
9.86614e-16,7.00000e+02,3.54300e-03,3.39090e-04,-3.39090e-04
6.57740e-16,7.00000e+02,7.51200e-03,5.62570e-04,-5.62570e-04
4.93292e-16,7.00000e+02,1.03342e-02,6.75130e-04,-6.75130e-04
3.94652e-16,7.00000e+02,1.20412e-02,7.20660e-04,-7.20660e-04
3.28870e-16,7.00000e+02,1.29792e-02,7.31120e-04,-7.31120e-04
2.81896e-16,7.00000e+02,1.34396e-02,7.24780e-04,-7.24780e-04
2.46655e-16,7.00000e+02,1.36208e-02,7.12140e-04,-7.12140e-04
2.19247e-16,7.00000e+02,1.36492e-02,6.99980e-04,-6.99980e-04
1.97326e-16,7.00000e+02,1.36000e-02,6.93620e-04,-6.93620e-04
9.86614e-17,7.00000e+02,1.34946e-02,1.53420e-03,-1.53420e-03
6.57740e-17,7.00000e+02,1.10266e-02,1.02540e-03,-1.02540e-03
4.93292e-17,7.00000e+02,9.11800e-03,7.53390e-04,-7.53390e-04
3.94652e-17,7.00000e+02,7.71300e-03,5.87820e-04,-5.87820e-04
3.28870e-17,7.00000e+02,6.66700e-03,4.78630e-04,-4.78630e-04
2.81896e-17,7.00000e+02,5.86740e-03,4.03000e-04,-4.03000e-04
2.46655e-17,7.00000e+02,5.23820e-03,3.48890e-04,-3.48890e-04
2.19247e-17,7.00000e+02,4.73020e-03,3.09260e-04,-3.09260e-04
1.97326e-17,7.00000e+02,4.31060e-03,2.79720e-04,-2.79720e-04
9.86614e-18,7.00000e+02,2.09260e-03,3.15660e-04,-3.15660e-04
6.57740e-18,7.00000e+02,1.39632e-03,1.82360e-04,-1.82360e-04
4.93292e-18,7.00000e+02,1.06372e-03,1.23190e-04,-1.23190e-04
3.94652e-18,7.00000e+02,8.71600e-04,9.16950e-05,-9.16950e-05
3.28870e-18,7.00000e+02,7.45140e-04,7.29070e-05,-7.29070e-05
2.81896e-18,7.00000e+02,6.53660e-04,6.08130e-05,-6.08130e-05
2.46655e-18,7.00000e+02,5.82860e-04,5.25710e-05,-5.25710e-05
2.19247e-18,7.00000e+02,5.25480e-04,4.66700e-05,-4.66700e-05
1.97326e-18,7.00000e+02,4.77420e-04,4.22430e-05,-4.22430e-05
9.86614e-14,8.00000e+02,8.58080e-65,4.29040e-65,-4.29040e-65
6.57740e-14,8.00000e+02,1.32600e-43,6.62970e-44,-6.62970e-44
4.93292e-14,8.00000e+02,4.40080e-33,2.19890e-33,-2.19890e-33
3.94652e-14,8.00000e+02,8.18960e-27,4.08080e-27,-4.08080e-27
3.28870e-14,8.00000e+02,1.16450e-22,5.76280e-23,-5.76280e-23
2.81896e-14,8.00000e+02,1.03498e-19,5.05940e-20,-5.05940e-20
2.46655e-14,8.00000e+02,1.64006e-17,7.87470e-18,-7.87470e-18
2.19247e-14,8.00000e+02,8.27860e-16,3.88450e-16,-3.88450e-16
1.97326e-14,8.00000e+02,1.88292e-14,8.59880e-15,-8.59880e-15
9.86614e-15,8.00000e+02,1.97466e-08,6.62320e-09,-6.62320e-09
6.57740e-15,8.00000e+02,1.73630e-06,4.70440e-07,-4.70440e-07
4.93292e-15,8.00000e+02,1.52566e-05,3.54290e-06,-3.54290e-06
3.94652e-15,8.00000e+02,5.50140e-05,1.11600e-05,-1.11600e-05
3.28870e-15,8.00000e+02,1.29796e-04,2.32160e-05,-2.32160e-05
2.81896e-15,8.00000e+02,2.43020e-04,3.89490e-05,-3.89490e-05
2.46655e-15,8.00000e+02,3.95100e-04,5.83840e-05,-5.83840e-05
2.19247e-15,8.00000e+02,5.83940e-04,8.25860e-05,-8.25860e-05
1.97326e-15,8.00000e+02,8.04900e-04,1.12980e-04,-1.12980e-04
9.86614e-16,8.00000e+02,4.08360e-03,4.31400e-04,-4.31400e-04
6.57740e-16,8.00000e+02,7.00800e-03,4.84260e-04,-4.84260e-04
4.93292e-16,8.00000e+02,9.09120e-03,5.03690e-04,-5.03690e-04
3.94652e-16,8.00000e+02,1.04816e-02,5.03880e-04,-5.03880e-04
3.28870e-16,8.00000e+02,1.13908e-02,4.96770e-04,-4.96770e-04
