# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay_geq_6,1_sd_,1_sd__1
3.94652e-16,2.00000e+02,8.05720e-03,4.96690e-04,-4.96690e-04
3.28870e-16,2.00000e+02,8.12000e-03,4.63600e-04,-4.63600e-04
2.81896e-16,2.00000e+02,8.02500e-03,4.34410e-04,-4.34410e-04
2.46655e-16,2.00000e+02,7.84100e-03,4.09660e-04,-4.09660e-04
2.19247e-16,2.00000e+02,7.60580e-03,3.89010e-04,-3.89010e-04
1.97326e-16,2.00000e+02,7.34220e-03,3.71790e-04,-3.71790e-04
9.86614e-17,2.00000e+02,1.42596e-03,4.01300e-04,-4.01300e-04
6.57740e-17,2.00000e+02,1.12074e-03,2.75840e-04,-2.75840e-04
4.93292e-17,2.00000e+02,9.46220e-04,2.02540e-04,-2.02540e-04
3.94652e-17,2.00000e+02,8.35900e-04,1.61610e-04,-1.61610e-04
3.28870e-17,2.00000e+02,7.55680e-04,1.37200e-04,-1.37200e-04
2.81896e-17,2.00000e+02,6.91600e-04,1.21140e-04,-1.21140e-04
2.46655e-17,2.00000e+02,6.37460e-04,1.09580e-04,-1.09580e-04
2.19247e-17,2.00000e+02,5.90220e-04,1.00670e-04,-1.00670e-04
1.97326e-17,2.00000e+02,5.48220e-04,9.34760e-05,-9.34760e-05
9.86614e-18,2.00000e+02,1.00020e-03,2.84950e-04,-2.84950e-04
6.57740e-18,2.00000e+02,6.00060e-04,1.48410e-04,-1.48410e-04
4.93292e-18,2.00000e+02,4.11760e-04,9.27550e-05,-9.27550e-05
3.94652e-18,2.00000e+02,3.03940e-04,6.44590e-05,-6.44590e-05
3.28870e-18,2.00000e+02,2.34940e-04,4.79640e-05,-4.79640e-05
2.81896e-18,2.00000e+02,1.87598e-04,3.73940e-05,-3.73940e-05
2.46655e-18,2.00000e+02,1.53488e-04,3.01440e-05,-3.01440e-05
2.19247e-18,2.00000e+02,1.28018e-04,2.49120e-05,-2.49120e-05
1.97326e-18,2.00000e+02,1.08458e-04,2.09890e-05,-2.09890e-05
9.86614e-14,3.00000e+02,4.18260e-44,2.08710e-44,-2.08710e-44
6.57740e-14,3.00000e+02,5.63080e-30,2.75320e-30,-2.75320e-30
4.93292e-14,3.00000e+02,5.74760e-23,2.67180e-23,-2.67180e-23
3.94652e-14,3.00000e+02,8.71360e-19,3.77570e-19,-3.77570e-19
3.28870e-14,3.00000e+02,5.16900e-16,2.07940e-16,-2.07940e-16
2.81896e-14,3.00000e+02,4.83280e-14,1.81620e-14,-1.81620e-14
2.46655e-14,3.00000e+02,1.42562e-12,5.05650e-13,-5.05650e-13
2.19247e-14,3.00000e+02,1.95048e-11,6.59820e-12,-6.59820e-12
1.97326e-14,3.00000e+02,1.55952e-10,5.07790e-11,-5.07790e-11
9.86614e-15,3.00000e+02,1.34430e-06,3.65690e-07,-3.65690e-07
6.57740e-15,3.00000e+02,2.26200e-05,5.38360e-06,-5.38360e-06
4.93292e-15,3.00000e+02,9.01660e-05,1.81690e-05,-1.81690e-05
3.94652e-15,3.00000e+02,2.13000e-04,3.57060e-05,-3.57060e-05
3.28870e-15,3.00000e+02,3.91380e-04,5.56470e-05,-5.56470e-05
2.81896e-15,3.00000e+02,6.19220e-04,7.79580e-05,-7.79580e-05
2.46655e-15,3.00000e+02,8.85120e-04,1.03140e-04,-1.03140e-04
2.19247e-15,3.00000e+02,1.17514e-03,1.31150e-04,-1.31150e-04
1.97326e-15,3.00000e+02,1.47560e-03,1.61420e-04,-1.61420e-04
9.86614e-16,3.00000e+02,6.22020e-03,7.29700e-04,-7.29700e-04
6.57740e-16,3.00000e+02,8.50420e-03,6.67360e-04,-6.67360e-04
4.93292e-16,3.00000e+02,9.82800e-03,6.08280e-04,-6.08280e-04
3.94652e-16,3.00000e+02,1.05286e-02,5.62360e-04,-5.62360e-04
3.28870e-16,3.00000e+02,1.08380e-02,5.26110e-04,-5.26110e-04
2.81896e-16,3.00000e+02,1.09038e-02,4.97050e-04,-4.97050e-04
2.46655e-16,3.00000e+02,1.08184e-02,4.73650e-04,-4.73650e-04
2.19247e-16,3.00000e+02,1.06392e-02,4.54890e-04,-4.54890e-04
1.97326e-16,3.00000e+02,1.04022e-02,4.40000e-04,-4.40000e-04
9.86614e-17,3.00000e+02,5.45440e-03,8.94800e-04,-8.94800e-04
6.57740e-17,3.00000e+02,4.49860e-03,5.99720e-04,-5.99720e-04
4.93292e-17,3.00000e+02,3.87780e-03,4.49240e-04,-4.49240e-04
3.94652e-17,3.00000e+02,3.42540e-03,3.61530e-04,-3.61530e-04
3.28870e-17,3.00000e+02,3.07620e-03,3.05010e-04,-3.05010e-04
2.81896e-17,3.00000e+02,2.79680e-03,2.66290e-04,-2.66290e-04
2.46655e-17,3.00000e+02,2.56680e-03,2.38770e-04,-2.38770e-04
2.19247e-17,3.00000e+02,2.37280e-03,2.18730e-04,-2.18730e-04
1.97326e-17,3.00000e+02,2.20580e-03,2.03890e-04,-2.03890e-04
9.86614e-18,3.00000e+02,1.19790e-03,2.16300e-04,-2.16300e-04
6.57740e-18,3.00000e+02,8.95760e-04,1.33700e-04,-1.33700e-04
4.93292e-18,3.00000e+02,7.29760e-04,9.41230e-05,-9.41230e-05
3.94652e-18,3.00000e+02,6.20660e-04,7.24390e-05,-7.24390e-05
3.28870e-18,3.00000e+02,5.41200e-04,5.90540e-05,-5.90540e-05
2.81896e-18,3.00000e+02,4.79500e-04,5.00880e-05,-5.00880e-05
2.46655e-18,3.00000e+02,4.29460e-04,4.37300e-05,-4.37300e-05
2.19247e-18,3.00000e+02,3.87700e-04,3.90120e-05,-3.90120e-05
1.97326e-18,3.00000e+02,3.52100e-04,3.53630e-05,-3.53630e-05
9.86614e-14,4.00000e+02,1.74906e-30,8.73380e-31,-8.73380e-31
6.57740e-14,4.00000e+02,6.46860e-21,3.19670e-21,-3.19670e-21
4.93292e-14,4.00000e+02,3.37940e-16,1.63260e-16,-1.63260e-16
3.94652e-14,4.00000e+02,2.10580e-13,9.87450e-14,-9.87450e-14
3.28870e-14,4.00000e+02,1.45676e-11,6.61790e-12,-6.61790e-12
2.81896e-14,4.00000e+02,2.89240e-10,1.27490e-10,-1.27490e-10
2.46655e-14,4.00000e+02,2.64380e-09,1.13400e-09,-1.13400e-09
2.19247e-14,4.00000e+02,1.44494e-08,6.05030e-09,-6.05030e-09
1.97326e-14,4.00000e+02,5.52120e-08,2.26340e-08,-2.26340e-08
9.86614e-15,4.00000e+02,1.62552e-05,5.78340e-06,-5.78340e-06
6.57740e-15,4.00000e+02,8.71540e-05,2.68730e-05,-2.68730e-05
4.93292e-15,4.00000e+02,1.96390e-04,5.04080e-05,-5.04080e-05
3.94652e-15,4.00000e+02,3.33160e-04,6.90050e-05,-6.90050e-05
3.28870e-15,4.00000e+02,5.00060e-04,8.38480e-05,-8.38480e-05
2.81896e-15,4.00000e+02,6.96940e-04,9.84670e-05,-9.84670e-05
2.46655e-15,4.00000e+02,9.17400e-04,1.15630e-04,-1.15630e-04
2.19247e-15,4.00000e+02,1.15132e-03,1.36380e-04,-1.36380e-04
1.97326e-15,4.00000e+02,1.38822e-03,1.60360e-04,-1.60360e-04
9.86614e-16,4.00000e+02,7.86980e-03,5.62830e-04,-5.62830e-04
6.57740e-16,4.00000e+02,1.23160e-02,6.93400e-04,-6.93400e-04
4.93292e-16,4.00000e+02,1.46854e-02,7.04890e-04,-7.04890e-04
3.94652e-16,4.00000e+02,1.58496e-02,6.78380e-04,-6.78380e-04
3.28870e-16,4.00000e+02,1.63394e-02,6.43870e-04,-6.43870e-04
2.81896e-16,4.00000e+02,1.64430e-02,6.11510e-04,-6.11510e-04
2.46655e-16,4.00000e+02,1.63232e-02,5.84250e-04,-5.84250e-04
2.19247e-16,4.00000e+02,1.60754e-02,5.62730e-04,-5.62730e-04
1.97326e-16,4.00000e+02,1.57560e-02,5.47030e-04,-5.47030e-04
9.86614e-17,4.00000e+02,1.28462e-02,1.73500e-03,-1.73500e-03
6.57740e-17,4.00000e+02,9.21340e-03,1.04900e-03,-1.04900e-03
4.93292e-17,4.00000e+02,7.22000e-03,7.24330e-04,-7.24330e-04
3.94652e-17,4.00000e+02,5.95680e-03,5.45590e-04,-5.45590e-04
3.28870e-17,4.00000e+02,5.07000e-03,4.36200e-04,-4.36200e-04
2.81896e-17,4.00000e+02,4.40860e-03,3.63490e-04,-3.63490e-04
2.46655e-17,4.00000e+02,3.89760e-03,3.12180e-04,-3.12180e-04
2.19247e-17,4.00000e+02,3.49460e-03,2.74860e-04,-2.74860e-04
1.97326e-17,4.00000e+02,3.17160e-03,2.48000e-04,-2.48000e-04
9.86614e-18,4.00000e+02,2.18100e-03,3.09030e-04,-3.09030e-04
6.57740e-18,4.00000e+02,1.42218e-03,1.75560e-04,-1.75560e-04
4.93292e-18,4.00000e+02,1.04506e-03,1.18140e-04,-1.18140e-04
3.94652e-18,4.00000e+02,8.21740e-04,8.73210e-05,-8.73210e-05
3.28870e-18,4.00000e+02,6.76520e-04,6.85330e-05,-6.85330e-05
2.81896e-18,4.00000e+02,5.76000e-04,5.61510e-05,-5.61510e-05
2.46655e-18,4.00000e+02,5.02960e-04,4.75990e-05,-4.75990e-05
2.19247e-18,4.00000e+02,4.47620e-04,4.15290e-05,-4.15290e-05
1.97326e-18,4.00000e+02,4.04100e-04,3.71440e-05,-3.71440e-05
9.86614e-14,5.00000e+02,1.32856e-42,6.64280e-43,-6.64280e-43
6.57740e-14,5.00000e+02,5.98860e-29,2.99430e-29,-2.99430e-29
4.93292e-14,5.00000e+02,3.39260e-22,1.69630e-22,-1.69630e-22
3.94652e-14,5.00000e+02,3.45640e-18,1.72790e-18,-1.72790e-18
3.28870e-14,5.00000e+02,1.51994e-15,7.59240e-16,-7.59240e-16
2.81896e-14,5.00000e+02,1.12114e-13,5.58940e-14,-5.58940e-14
2.46655e-14,5.00000e+02,2.72880e-12,1.35530e-12,-1.35530e-12
2.19247e-14,5.00000e+02,3.18820e-11,1.57370e-11,-1.57370e-11
1.97326e-14,5.00000e+02,2.23700e-10,1.09440e-10,-1.09440e-10
9.86614e-15,5.00000e+02,1.17076e-06,4.41440e-07,-4.41440e-07
6.57740e-15,5.00000e+02,2.20840e-05,5.32060e-06,-5.32060e-06
4.93292e-15,5.00000e+02,1.06614e-04,1.79080e-05,-1.79080e-05
3.94652e-15,5.00000e+02,2.84980e-04,3.84460e-05,-3.84460e-05
3.28870e-15,5.00000e+02,5.54460e-04,6.56110e-05,-6.56110e-05
2.81896e-15,5.00000e+02,8.91820e-04,9.73550e-05,-9.73550e-05
2.46655e-15,5.00000e+02,1.26896e-03,1.32030e-04,-1.32030e-04
2.19247e-15,5.00000e+02,1.66090e-03,1.68700e-04,-1.68700e-04
1.97326e-15,5.00000e+02,2.04820e-03,2.06930e-04,-2.06930e-04
9.86614e-16,5.00000e+02,6.04200e-03,5.42490e-04,-5.42490e-04
6.57740e-16,5.00000e+02,9.73000e-03,5.94890e-04,-5.94890e-04
4.93292e-16,5.00000e+02,1.21022e-02,5.98400e-04,-5.98400e-04
3.94652e-16,5.00000e+02,1.35060e-02,5.88040e-04,-5.88040e-04
3.28870e-16,5.00000e+02,1.42890e-02,5.73030e-04,-5.73030e-04
2.81896e-16,5.00000e+02,1.46886e-02,5.57810e-04,-5.57810e-04
2.46655e-16,5.00000e+02,1.48538e-02,5.44810e-04,-5.44810e-04
2.19247e-16,5.00000e+02,1.48744e-02,5.35460e-04,-5.35460e-04
1.97326e-16,5.00000e+02,1.48036e-02,5.30650e-04,-5.30650e-04
9.86614e-17,5.00000e+02,1.18942e-02,1.40890e-03,-1.40890e-03
6.57740e-17,5.00000e+02,1.02652e-02,9.67980e-04,-9.67980e-04
4.93292e-17,5.00000e+02,8.98000e-03,7.35250e-04,-7.35250e-04
3.94652e-17,5.00000e+02,7.94500e-03,5.93050e-04,-5.93050e-04
3.28870e-17,5.00000e+02,7.09200e-03,4.97720e-04,-4.97720e-04
2.81896e-17,5.00000e+02,6.37800e-03,4.29570e-04,-4.29570e-04
2.46655e-17,5.00000e+02,5.77240e-03,3.78660e-04,-3.78660e-04
2.19247e-17,5.00000e+02,5.25300e-03,3.39420e-04,-3.39420e-04
1.97326e-17,5.00000e+02,4.80280e-03,3.08400e-04,-3.08400e-04
9.86614e-18,5.00000e+02,3.84800e-03,4.77790e-04,-4.77790e-04
6.57740e-18,5.00000e+02,2.44800e-03,2.60980e-04,-2.60980e-04
4.93292e-18,5.00000e+02,1.78586e-03,1.70820e-04,-1.70820e-04
3.94652e-18,5.00000e+02,1.39896e-03,1.23930e-04,-1.23930e-04
3.28870e-18,5.00000e+02,1.14298e-03,9.59760e-05,-9.59760e-05
2.81896e-18,5.00000e+02,9.60000e-04,7.76790e-05,-7.76790e-05
2.46655e-18,5.00000e+02,8.22380e-04,6.48800e-05,-6.48800e-05
2.19247e-18,5.00000e+02,7.15040e-04,5.54800e-05,-5.54800e-05
1.97326e-18,5.00000e+02,6.29060e-04,4.83190e-05,-4.83190e-05
9.86614e-14,6.00000e+02,2.75440e-44,1.37720e-44,-1.37720e-44
6.57740e-14,6.00000e+02,5.11800e-30,2.55900e-30,-2.55900e-30
4.93292e-14,6.00000e+02,5.88640e-23,2.94320e-23,-2.94320e-23
3.94652e-14,6.00000e+02,9.17080e-19,4.58540e-19,-4.58540e-19
3.28870e-14,6.00000e+02,5.34920e-16,2.67460e-16,-2.67460e-16
2.81896e-14,6.00000e+02,4.82120e-14,2.41060e-14,-2.41060e-14
2.46655e-14,6.00000e+02,1.36078e-12,6.80290e-13,-6.80290e-13
2.19247e-14,6.00000e+02,1.77844e-11,8.88850e-12,-8.88850e-12
1.97326e-14,6.00000e+02,1.36004e-10,6.79300e-11,-6.79300e-11
9.86614e-15,6.00000e+02,8.97220e-07,4.13750e-07,-4.13750e-07
6.57740e-15,6.00000e+02,1.53974e-05,5.41070e-06,-5.41070e-06
4.93292e-15,6.00000e+02,6.88540e-05,1.74000e-05,-1.74000e-05
3.94652e-15,6.00000e+02,1.78744e-04,3.44240e-05,-3.44240e-05
3.28870e-15,6.00000e+02,3.49980e-04,5.51610e-05,-5.51610e-05
2.81896e-15,6.00000e+02,5.81540e-04,7.91950e-05,-7.91950e-05
2.46655e-15,6.00000e+02,8.69760e-04,1.07060e-04,-1.07060e-04
2.19247e-15,6.00000e+02,1.20780e-03,1.40290e-04,-1.40290e-04
1.97326e-15,6.00000e+02,1.54494e-03,1.79390e-04,-1.79390e-04
9.86614e-16,6.00000e+02,7.05360e-03,5.92960e-04,-5.92960e-04
6.57740e-16,6.00000e+02,1.10590e-02,6.53270e-04,-6.53270e-04
4.93292e-16,6.00000e+02,1.37328e-02,6.54540e-04,-6.54540e-04
3.94652e-16,6.00000e+02,1.54854e-02,6.38430e-04,-6.38430e-04
3.28870e-16,6.00000e+02,1.66080e-02,6.19890e-04,-6.19890e-04
2.81896e-16,6.00000e+02,1.72882e-02,6.03880e-04,-6.03880e-04
2.46655e-16,6.00000e+02,1.76556e-02,5.91490e-04,-5.91490e-04
2.19247e-16,6.00000e+02,1.78030e-02,5.82730e-04,-5.82730e-04
1.97326e-16,6.00000e+02,1.77956e-02,5.77620e-04,-5.77620e-04
9.86614e-17,6.00000e+02,1.96322e-02,2.00390e-03,-2.00390e-03
6.57740e-17,6.00000e+02,1.49732e-02,1.25270e-03,-1.25270e-03
4.93292e-17,6.00000e+02,1.21874e-02,8.88160e-04,-8.88160e-04
3.94652e-17,6.00000e+02,1.03104e-02,6.84110e-04,-6.84110e-04
3.28870e-17,6.00000e+02,8.93600e-03,5.57100e-04,-5.57100e-04
2.81896e-17,6.00000e+02,7.87660e-03,4.71320e-04,-4.71320e-04
2.46655e-17,6.00000e+02,7.03180e-03,4.09850e-04,-4.09850e-04
2.19247e-17,6.00000e+02,6.34000e-03,3.63950e-04,-3.63950e-04
1.97326e-17,6.00000e+02,5.76180e-03,3.28680e-04,-3.28680e-04
9.86614e-18,6.00000e+02,1.04870e-03,1.58360e-04,-1.58360e-04
6.57740e-18,6.00000e+02,9.84260e-04,1.15290e-04,-1.15290e-04
4.93292e-18,6.00000e+02,8.89420e-04,9.32890e-05,-9.32890e-05
3.94652e-18,6.00000e+02,8.00320e-04,7.79270e-05,-7.79270e-05
3.28870e-18,6.00000e+02,7.25540e-04,6.66790e-05,-6.66790e-05
2.81896e-18,6.00000e+02,6.64380e-04,5.83950e-05,-5.83950e-05
2.46655e-18,6.00000e+02,6.14580e-04,5.23100e-05,-5.23100e-05
2.19247e-18,6.00000e+02,5.73880e-04,4.79310e-05,-4.79310e-05
1.97326e-18,6.00000e+02,5.40400e-04,4.49500e-05,-4.49500e-05
9.86614e-14,7.00000e+02,1.00418e-38,5.02090e-39,-5.02090e-39
6.57740e-14,7.00000e+02,2.24920e-26,1.12460e-26,-1.12460e-26
4.93292e-14,7.00000e+02,2.84020e-20,1.42010e-20,-1.42010e-20
3.94652e-14,7.00000e+02,1.17568e-16,5.87790e-17,-5.87790e-17
3.28870e-14,7.00000e+02,2.83500e-14,1.41690e-14,-1.41690e-14
2.81896e-14,7.00000e+02,1.36044e-12,6.79330e-13,-6.79330e-13
2.46655e-14,7.00000e+02,2.39600e-11,1.19420e-11,-1.19420e-11
2.19247e-14,7.00000e+02,2.17340e-10,1.07970e-10,-1.07970e-10
1.97326e-14,7.00000e+02,1.24314e-09,6.14660e-10,-6.14660e-10
9.86614e-15,7.00000e+02,2.30520e-06,1.00300e-06,-1.00300e-06
6.57740e-15,7.00000e+02,2.40820e-05,8.67630e-06,-8.67630e-06
4.93292e-15,7.00000e+02,7.72160e-05,2.28560e-05,-2.28560e-05
3.94652e-15,7.00000e+02,1.62932e-04,3.93670e-05,-3.93670e-05
3.28870e-15,7.00000e+02,2.84780e-04,5.66060e-05,-5.66060e-05
2.81896e-15,7.00000e+02,4.46100e-04,7.53620e-05,-7.53620e-05
2.46655e-15,7.00000e+02,6.45540e-04,9.74080e-05,-9.74080e-05
2.19247e-15,7.00000e+02,8.76420e-04,1.24300e-04,-1.24300e-04
1.97326e-15,7.00000e+02,1.12876e-03,1.56640e-04,-1.56640e-04
9.86614e-16,7.00000e+02,7.51040e-03,5.11380e-04,-5.11380e-04
6.57740e-16,7.00000e+02,1.30794e-02,6.93880e-04,-6.93880e-04
4.93292e-16,7.00000e+02,1.64796e-02,7.40690e-04,-7.40690e-04
3.94652e-16,7.00000e+02,1.83888e-02,7.35770e-04,-7.35770e-04
3.28870e-16,7.00000e+02,1.93906e-02,7.13750e-04,-7.13750e-04
2.81896e-16,7.00000e+02,1.98488e-02,6.88250e-04,-6.88250e-04
2.46655e-16,7.00000e+02,1.99772e-02,6.64890e-04,-6.64890e-04
2.19247e-16,7.00000e+02,1.99022e-02,6.46000e-04,-6.46000e-04
1.97326e-16,7.00000e+02,1.96992e-02,6.32520e-04,-6.32520e-04
9.86614e-17,7.00000e+02,1.77170e-02,1.99950e-03,-1.99950e-03
6.57740e-17,7.00000e+02,1.37028e-02,1.22070e-03,-1.22070e-03
4.93292e-17,7.00000e+02,1.15296e-02,8.67350e-04,-8.67350e-04
3.94652e-17,7.00000e+02,1.01146e-02,6.76100e-04,-6.76100e-04
3.28870e-17,7.00000e+02,9.06880e-03,5.60200e-04,-5.60200e-04
2.81896e-17,7.00000e+02,8.23380e-03,4.83840e-04,-4.83840e-04
2.46655e-17,7.00000e+02,7.53600e-03,4.30040e-04,-4.30040e-04
2.19247e-17,7.00000e+02,6.93620e-03,3.90000e-04,-3.90000e-04
1.97326e-17,7.00000e+02,6.41120e-03,3.58860e-04,-3.58860e-04
9.86614e-18,7.00000e+02,4.77720e-03,5.09370e-04,-5.09370e-04
6.57740e-18,7.00000e+02,3.03200e-03,2.87420e-04,-2.87420e-04
4.93292e-18,7.00000e+02,2.16260e-03,1.89370e-04,-1.89370e-04
3.94652e-18,7.00000e+02,1.66030e-03,1.36850e-04,-1.36850e-04
3.28870e-18,7.00000e+02,1.34062e-03,1.05310e-04,-1.05310e-04
2.81896e-18,7.00000e+02,1.12240e-03,8.49840e-05,-8.49840e-05
2.46655e-18,7.00000e+02,9.65080e-04,7.12540e-05,-7.12540e-05
2.19247e-18,7.00000e+02,8.46540e-04,6.17010e-05,-6.17010e-05
1.97326e-18,7.00000e+02,7.53940e-04,5.49190e-05,-5.49190e-05
9.86614e-14,8.00000e+02,1.05104e-41,5.25520e-42,-5.25520e-42
6.57740e-14,8.00000e+02,1.95314e-28,9.76530e-29,-9.76530e-29
4.93292e-14,8.00000e+02,7.10840e-22,3.55180e-22,-3.55180e-22
3.94652e-14,8.00000e+02,5.56680e-18,2.77340e-18,-2.77340e-18
3.28870e-14,8.00000e+02,2.06400e-15,1.02080e-15,-1.02080e-15
2.81896e-14,8.00000e+02,1.35686e-13,6.62280e-14,-6.62280e-14
2.46655e-14,8.00000e+02,3.05140e-12,1.46150e-12,-1.46150e-12
2.19247e-14,8.00000e+02,3.37540e-11,1.57860e-11,-1.57860e-11
1.97326e-14,8.00000e+02,2.27980e-10,1.03770e-10,-1.03770e-10
9.86614e-15,8.00000e+02,9.84080e-07,3.61160e-07,-3.61160e-07
6.57740e-15,8.00000e+02,1.29988e-05,4.52220e-06,-4.52220e-06
4.93292e-15,8.00000e+02,4.46160e-05,1.43150e-05,-1.43150e-05
3.94652e-15,8.00000e+02,1.01134e-04,2.66700e-05,-2.66700e-05
3.28870e-15,8.00000e+02,1.97334e-04,3.99450e-05,-3.99450e-05
2.81896e-15,8.00000e+02,3.48560e-04,5.62630e-05,-5.62630e-05
2.46655e-15,8.00000e+02,5.61860e-04,7.91360e-05,-7.91360e-05
2.19247e-15,8.00000e+02,8.35620e-04,1.10670e-04,-1.10670e-04
1.97326e-15,8.00000e+02,1.16278e-03,1.51690e-04,-1.51690e-04
9.86614e-16,8.00000e+02,6.80560e-03,4.72980e-04,-4.72980e-04
6.57740e-16,8.00000e+02,1.25912e-02,6.26540e-04,-6.26540e-04
4.93292e-16,8.00000e+02,1.67036e-02,6.84930e-04,-6.84930e-04
3.94652e-16,8.00000e+02,1.93800e-02,7.00670e-04,-7.00670e-04
3.28870e-16,8.00000e+02,2.10160e-02,6.98960e-04,-6.98960e-04
