# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay_geq_6,1_sd_,1_sd__1
2.46655e-18,1.00000e+02,2.61312e-05,1.60480e-05,-1.60480e-05
2.19247e-18,1.00000e+02,2.32431e-05,1.42740e-05,-1.42740e-05
1.97326e-18,1.00000e+02,2.09296e-05,1.28540e-05,-1.28540e-05
9.86614e-14,2.00000e+02,1.18447e-27,1.94120e-38,-1.94120e-38
6.57740e-14,2.00000e+02,1.11774e-19,1.15030e-26,-1.15030e-26
4.93292e-14,2.00000e+02,9.97429e-16,8.13380e-21,-8.13380e-21
3.94652e-14,2.00000e+02,2.22598e-13,2.50070e-17,-2.50070e-17
3.28870e-14,2.00000e+02,7.93511e-12,5.11420e-15,-5.11420e-15
2.81896e-14,2.00000e+02,9.99136e-11,2.23430e-13,-2.23430e-13
2.46655e-14,2.00000e+02,6.60656e-10,3.73320e-12,-3.73320e-12
2.19247e-14,2.00000e+02,2.85932e-09,3.29490e-11,-3.29490e-11
1.97326e-14,2.00000e+02,9.24025e-09,1.86380e-10,-1.86380e-10
9.86614e-15,2.00000e+02,2.37186e-06,4.00590e-07,-4.00590e-07
6.57740e-15,2.00000e+02,2.00833e-05,4.97100e-06,-4.97100e-06
4.93292e-15,2.00000e+02,6.35854e-05,1.73860e-05,-1.73860e-05
3.94652e-15,2.00000e+02,1.31792e-04,3.67290e-05,-3.67290e-05
3.28870e-15,2.00000e+02,2.19808e-04,6.07520e-05,-6.07520e-05
2.81896e-15,2.00000e+02,3.22660e-04,8.81240e-05,-8.81240e-05
2.46655e-15,2.00000e+02,4.35832e-04,1.18480e-04,-1.18480e-04
2.19247e-15,2.00000e+02,5.55382e-04,1.51880e-04,-1.51880e-04
1.97326e-15,2.00000e+02,6.78008e-04,1.88540e-04,-1.88540e-04
9.86614e-16,2.00000e+02,2.52158e-03,4.23860e-04,-4.23860e-04
6.57740e-16,2.00000e+02,3.17202e-03,4.51990e-04,-4.51990e-04
4.93292e-16,2.00000e+02,3.44490e-03,4.54090e-04,-4.54090e-04
3.94652e-16,2.00000e+02,3.52278e-03,4.46750e-04,-4.46750e-04
3.28870e-16,2.00000e+02,3.49893e-03,4.35480e-04,-4.35480e-04
2.81896e-16,2.00000e+02,3.42244e-03,4.22570e-04,-4.22570e-04
2.46655e-16,2.00000e+02,3.31976e-03,4.09130e-04,-4.09130e-04
2.19247e-16,2.00000e+02,3.20551e-03,3.95730e-04,-3.95730e-04
1.97326e-16,2.00000e+02,3.08786e-03,3.82680e-04,-3.82680e-04
9.86614e-17,2.00000e+02,2.09971e-03,6.98060e-04,-6.98060e-04
6.57740e-17,2.00000e+02,1.53718e-03,5.09830e-04,-5.09830e-04
4.93292e-17,2.00000e+02,1.20955e-03,4.00880e-04,-4.00880e-04
3.94652e-17,2.00000e+02,9.96262e-04,3.30110e-04,-3.30110e-04
3.28870e-17,2.00000e+02,8.46664e-04,2.80510e-04,-2.80510e-04
2.81896e-17,2.00000e+02,7.36011e-04,2.43830e-04,-2.43830e-04
2.46655e-17,2.00000e+02,6.50879e-04,2.15630e-04,-2.15630e-04
2.19247e-17,2.00000e+02,5.83369e-04,1.93260e-04,-1.93260e-04
1.97326e-17,2.00000e+02,5.28529e-04,1.75100e-04,-1.75100e-04
9.86614e-18,2.00000e+02,2.40353e-04,1.12650e-04,-1.12650e-04
6.57740e-18,2.00000e+02,1.63440e-04,7.61840e-05,-7.61840e-05
4.93292e-18,2.00000e+02,1.23817e-04,5.75580e-05,-5.75580e-05
3.94652e-18,2.00000e+02,9.96593e-05,4.62510e-05,-4.62510e-05
3.28870e-18,2.00000e+02,8.33888e-05,3.86580e-05,-3.86580e-05
2.81896e-18,2.00000e+02,7.16842e-05,3.32060e-05,-3.32060e-05
2.46655e-18,2.00000e+02,6.28627e-05,2.91020e-05,-2.91020e-05
2.19247e-18,2.00000e+02,5.59725e-05,2.59010e-05,-2.59010e-05
1.97326e-18,2.00000e+02,5.04443e-05,2.33350e-05,-2.33350e-05
9.86614e-14,3.00000e+02,2.83057e-33,6.90110e-33,-6.90110e-33
6.57740e-14,3.00000e+02,1.44705e-23,3.51250e-23,-3.51250e-23
4.93292e-14,3.00000e+02,9.65121e-19,2.30240e-18,-2.30240e-18
3.94652e-14,3.00000e+02,7.37777e-16,1.70090e-15,-1.70090e-15
3.28870e-14,3.00000e+02,6.14042e-14,1.34830e-13,-1.34830e-13
2.81896e-14,3.00000e+02,1.45315e-12,3.00750e-12,-3.00750e-12
2.46655e-14,3.00000e+02,1.57550e-11,3.05350e-11,-3.05350e-11
2.19247e-14,3.00000e+02,1.01828e-10,1.84190e-10,-1.84190e-10
1.97326e-14,3.00000e+02,4.58980e-10,7.73990e-10,-7.73990e-10
9.86614e-15,3.00000e+02,5.85602e-07,5.36190e-07,-5.36190e-07
6.57740e-15,3.00000e+02,8.69258e-06,5.32130e-06,-5.32130e-06
4.93292e-15,3.00000e+02,3.75962e-05,1.74290e-05,-1.74290e-05
3.94652e-15,3.00000e+02,9.57199e-05,3.60980e-05,-3.60980e-05
3.28870e-15,3.00000e+02,1.84481e-04,5.95980e-05,-5.95980e-05
2.81896e-15,3.00000e+02,3.01537e-04,8.69680e-05,-8.69680e-05
2.46655e-15,3.00000e+02,4.43453e-04,1.18060e-04,-1.18060e-04
2.19247e-15,3.00000e+02,6.06738e-04,1.53170e-04,-1.53170e-04
1.97326e-15,3.00000e+02,7.87988e-04,1.92660e-04,-1.92660e-04
9.86614e-16,3.00000e+02,2.68784e-03,3.73080e-04,-3.73080e-04
6.57740e-16,3.00000e+02,3.90865e-03,4.61800e-04,-4.61800e-04
4.93292e-16,3.00000e+02,4.59141e-03,5.01510e-04,-5.01510e-04
3.94652e-16,3.00000e+02,4.93302e-03,5.15860e-04,-5.15860e-04
3.28870e-16,3.00000e+02,5.07188e-03,5.16760e-04,-5.16760e-04
2.81896e-16,3.00000e+02,5.09138e-03,5.10460e-04,-5.10460e-04
2.46655e-16,3.00000e+02,5.04054e-03,5.00360e-04,-5.00360e-04
2.19247e-16,3.00000e+02,4.94877e-03,4.88360e-04,-4.88360e-04
1.97326e-16,3.00000e+02,4.83393e-03,4.75530e-04,-4.75530e-04
9.86614e-17,3.00000e+02,3.32260e-03,6.82230e-04,-6.82230e-04
6.57740e-17,3.00000e+02,2.60200e-03,5.14970e-04,-5.14970e-04
4.93292e-17,3.00000e+02,2.12432e-03,4.14190e-04,-4.14190e-04
3.94652e-17,3.00000e+02,1.79087e-03,3.46540e-04,-3.46540e-04
3.28870e-17,3.00000e+02,1.54644e-03,2.97930e-04,-2.97930e-04
2.81896e-17,3.00000e+02,1.36003e-03,2.61290e-04,-2.61290e-04
2.46655e-17,3.00000e+02,1.21344e-03,2.32680e-04,-2.32680e-04
2.19247e-17,3.00000e+02,1.09521e-03,2.09710e-04,-2.09710e-04
1.97326e-17,3.00000e+02,9.97838e-04,1.90880e-04,-1.90880e-04
9.86614e-18,3.00000e+02,4.10616e-04,1.38840e-04,-1.38840e-04
6.57740e-18,3.00000e+02,2.77780e-04,9.36820e-05,-9.36820e-05
4.93292e-18,3.00000e+02,2.09870e-04,7.06890e-05,-7.06890e-05
3.94652e-18,3.00000e+02,1.68637e-04,5.67580e-05,-5.67580e-05
3.28870e-18,3.00000e+02,1.40944e-04,4.74140e-05,-4.74140e-05
2.81896e-18,3.00000e+02,1.21066e-04,4.07120e-05,-4.07120e-05
2.46655e-18,3.00000e+02,1.06102e-04,3.56690e-05,-3.56690e-05
2.19247e-18,3.00000e+02,9.44266e-05,3.17380e-05,-3.17380e-05
1.97326e-18,3.00000e+02,8.50681e-05,2.85880e-05,-2.85880e-05
9.86614e-14,4.00000e+02,1.05945e-31,2.80450e-35,-2.80450e-35
6.57740e-14,4.00000e+02,3.31095e-22,1.31850e-24,-1.31850e-24
4.93292e-14,4.00000e+02,1.74200e-17,2.62600e-19,-2.62600e-19
3.94652e-14,4.00000e+02,1.14048e-14,3.77470e-16,-3.77470e-16
3.28870e-14,4.00000e+02,8.37943e-13,4.64900e-14,-4.64900e-14
2.81896e-14,4.00000e+02,1.77071e-11,1.41310e-12,-1.41310e-12
2.46655e-14,4.00000e+02,1.72128e-10,1.79680e-11,-1.79680e-11
2.19247e-14,4.00000e+02,9.98818e-10,1.28060e-10,-1.28060e-10
1.97326e-14,4.00000e+02,4.04464e-09,6.09420e-10,-6.09420e-10
9.86614e-15,4.00000e+02,2.01563e-06,5.53800e-07,-5.53800e-07
6.57740e-15,4.00000e+02,1.79337e-05,4.75980e-06,-4.75980e-06
4.93292e-15,4.00000e+02,6.25854e-05,1.44320e-05,-1.44320e-05
3.94652e-15,4.00000e+02,1.45406e-04,3.07560e-05,-3.07560e-05
3.28870e-15,4.00000e+02,2.67613e-04,5.47390e-05,-5.47390e-05
2.81896e-15,4.00000e+02,4.24623e-04,8.61560e-05,-8.61560e-05
2.46655e-15,4.00000e+02,6.09630e-04,1.24450e-04,-1.24450e-04
2.19247e-15,4.00000e+02,8.15760e-04,1.69940e-04,-1.69940e-04
1.97326e-15,4.00000e+02,1.03693e-03,2.24210e-04,-2.24210e-04
9.86614e-16,4.00000e+02,3.12855e-03,4.10630e-04,-4.10630e-04
6.57740e-16,4.00000e+02,4.72284e-03,5.15120e-04,-5.15120e-04
4.93292e-16,4.00000e+02,5.66941e-03,5.61220e-04,-5.61220e-04
3.94652e-16,4.00000e+02,6.19054e-03,5.79500e-04,-5.79500e-04
3.28870e-16,4.00000e+02,6.44736e-03,5.83330e-04,-5.83330e-04
2.81896e-16,4.00000e+02,6.54055e-03,5.79200e-04,-5.79200e-04
2.46655e-16,4.00000e+02,6.53220e-03,5.70540e-04,-5.70540e-04
2.19247e-16,4.00000e+02,6.46081e-03,5.59290e-04,-5.59290e-04
1.97326e-16,4.00000e+02,6.35079e-03,5.46620e-04,-5.46620e-04
9.86614e-17,4.00000e+02,4.87700e-03,9.11270e-04,-9.11270e-04
6.57740e-17,4.00000e+02,3.83250e-03,7.04210e-04,-7.04210e-04
4.93292e-17,4.00000e+02,3.13382e-03,5.70720e-04,-5.70720e-04
3.94652e-17,4.00000e+02,2.64476e-03,4.79000e-04,-4.79000e-04
3.28870e-17,4.00000e+02,2.28572e-03,4.12420e-04,-4.12420e-04
2.81896e-17,4.00000e+02,2.01163e-03,3.61990e-04,-3.61990e-04
2.46655e-17,4.00000e+02,1.79583e-03,3.22500e-04,-3.22500e-04
2.19247e-17,4.00000e+02,1.62157e-03,2.90750e-04,-2.90750e-04
1.97326e-17,4.00000e+02,1.47804e-03,2.64680e-04,-2.64680e-04
9.86614e-18,4.00000e+02,7.24228e-04,1.69130e-04,-1.69130e-04
6.57740e-18,4.00000e+02,4.91706e-04,1.14760e-04,-1.14760e-04
4.93292e-18,4.00000e+02,3.72264e-04,8.68490e-05,-8.68490e-05
3.94652e-18,4.00000e+02,2.99545e-04,6.98590e-05,-6.98590e-05
3.28870e-18,4.00000e+02,2.50609e-04,5.84300e-05,-5.84300e-05
2.81896e-18,4.00000e+02,2.15425e-04,5.02160e-05,-5.02160e-05
2.46655e-18,4.00000e+02,1.88908e-04,4.40270e-05,-4.40270e-05
2.19247e-18,4.00000e+02,1.68210e-04,3.91970e-05,-3.91970e-05
1.97326e-18,4.00000e+02,1.51598e-04,3.53220e-05,-3.53220e-05
9.86614e-14,5.00000e+02,7.81614e-33,1.90600e-32,-1.90600e-32
6.57740e-14,5.00000e+02,3.74720e-23,9.13490e-23,-9.13490e-23
4.93292e-14,5.00000e+02,2.38911e-18,5.80900e-18,-5.80900e-18
3.94652e-14,5.00000e+02,1.74644e-15,4.20920e-15,-4.20920e-15
3.28870e-14,5.00000e+02,1.38850e-13,3.28370e-13,-3.28370e-13
2.81896e-14,5.00000e+02,3.14294e-12,7.20370e-12,-7.20370e-12
2.46655e-14,5.00000e+02,3.27010e-11,7.17410e-11,-7.17410e-11
2.19247e-14,5.00000e+02,2.03636e-10,4.22960e-10,-4.22960e-10
1.97326e-14,5.00000e+02,8.87637e-10,1.73060e-09,-1.73060e-09
9.86614e-15,5.00000e+02,8.65528e-07,8.40130e-07,-8.40130e-07
6.57740e-15,5.00000e+02,1.04492e-05,6.30110e-06,-6.30110e-06
4.93292e-15,5.00000e+02,3.92738e-05,1.76220e-05,-1.76220e-05
3.94652e-15,5.00000e+02,9.09144e-05,3.37070e-05,-3.37070e-05
3.28870e-15,5.00000e+02,1.64797e-04,5.35460e-05,-5.35460e-05
2.81896e-15,5.00000e+02,2.59973e-04,7.67050e-05,-7.67050e-05
2.46655e-15,5.00000e+02,3.75833e-04,1.03340e-04,-1.03340e-04
2.19247e-15,5.00000e+02,5.11642e-04,1.33910e-04,-1.33910e-04
1.97326e-15,5.00000e+02,6.65981e-04,1.68790e-04,-1.68790e-04
9.86614e-16,5.00000e+02,2.63248e-03,3.18600e-04,-3.18600e-04
6.57740e-16,5.00000e+02,4.34034e-03,4.46320e-04,-4.46320e-04
4.93292e-16,5.00000e+02,5.44590e-03,5.16990e-04,-5.16990e-04
3.94652e-16,5.00000e+02,6.10605e-03,5.53650e-04,-5.53650e-04
3.28870e-16,5.00000e+02,6.47230e-03,5.70640e-04,-5.70640e-04
2.81896e-16,5.00000e+02,6.64844e-03,5.76240e-04,-5.76240e-04
2.46655e-16,5.00000e+02,6.70155e-03,5.75160e-04,-5.75160e-04
2.19247e-16,5.00000e+02,6.67521e-03,5.70080e-04,-5.70080e-04
1.97326e-16,5.00000e+02,6.59757e-03,5.62590e-04,-5.62590e-04
9.86614e-17,5.00000e+02,4.23494e-03,8.80040e-04,-8.80040e-04
6.57740e-17,5.00000e+02,3.37724e-03,6.72950e-04,-6.72950e-04
4.93292e-17,5.00000e+02,2.78637e-03,5.44020e-04,-5.44020e-04
3.94652e-17,5.00000e+02,2.36551e-03,4.56410e-04,-4.56410e-04
3.28870e-17,5.00000e+02,2.05298e-03,3.93070e-04,-3.93070e-04
2.81896e-17,5.00000e+02,1.81241e-03,3.45160e-04,-3.45160e-04
2.46655e-17,5.00000e+02,1.62187e-03,3.07650e-04,-3.07650e-04
2.19247e-17,5.00000e+02,1.46730e-03,2.77500e-04,-2.77500e-04
1.97326e-17,5.00000e+02,1.33951e-03,2.52720e-04,-2.52720e-04
9.86614e-18,5.00000e+02,1.10196e-03,2.19690e-04,-2.19690e-04
6.57740e-18,5.00000e+02,7.50241e-04,1.49700e-04,-1.49700e-04
4.93292e-18,5.00000e+02,5.68662e-04,1.13530e-04,-1.13530e-04
3.94652e-18,5.00000e+02,4.57833e-04,9.14320e-05,-9.14320e-05
3.28870e-18,5.00000e+02,3.83154e-04,7.65350e-05,-7.65350e-05
2.81896e-18,5.00000e+02,3.29417e-04,6.58120e-05,-6.58120e-05
2.46655e-18,5.00000e+02,2.88894e-04,5.77250e-05,-5.77250e-05
2.19247e-18,5.00000e+02,2.57253e-04,5.14070e-05,-5.14070e-05
1.97326e-18,5.00000e+02,2.31861e-04,4.63360e-05,-4.63360e-05
9.86614e-14,6.00000e+02,7.61473e-40,4.22070e-55,-4.22070e-55
6.57740e-14,6.00000e+02,9.62597e-28,2.91390e-38,-2.91390e-38
4.93292e-14,6.00000e+02,9.94104e-22,1.25960e-29,-1.25960e-29
3.94652e-14,6.00000e+02,3.83644e-18,2.43430e-24,-2.43430e-24
3.28870e-14,6.00000e+02,9.12945e-16,8.23720e-21,-8.23720e-21
2.81896e-14,6.00000e+02,4.44545e-14,2.69500e-18,-2.69500e-18
2.46655e-14,6.00000e+02,8.06167e-13,2.04420e-16,-2.04420e-16
2.19247e-14,6.00000e+02,7.59246e-12,5.85750e-15,-5.85750e-15
1.97326e-14,6.00000e+02,4.53349e-11,8.50140e-14,-8.50140e-14
9.86614e-15,6.00000e+02,1.54325e-07,1.22160e-08,-1.22160e-08
6.57740e-15,6.00000e+02,3.26267e-06,5.76790e-07,-5.76790e-07
4.93292e-15,6.00000e+02,1.77488e-05,3.82420e-06,-3.82420e-06
3.94652e-15,6.00000e+02,5.25398e-05,1.17550e-05,-1.17550e-05
3.28870e-15,6.00000e+02,1.12699e-04,2.49300e-05,-2.49300e-05
2.81896e-15,6.00000e+02,1.99801e-04,4.33460e-05,-4.33460e-05
2.46655e-15,6.00000e+02,3.13008e-04,6.73730e-05,-6.73730e-05
2.19247e-15,6.00000e+02,4.49797e-04,9.79130e-05,-9.79130e-05
1.97326e-15,6.00000e+02,6.06467e-04,1.35930e-04,-1.35930e-04
9.86614e-16,6.00000e+02,3.62830e-03,4.40400e-04,-4.40400e-04
6.57740e-16,6.00000e+02,5.65041e-03,5.65310e-04,-5.65310e-04
4.93292e-16,6.00000e+02,6.94299e-03,6.28060e-04,-6.28060e-04
3.94652e-16,6.00000e+02,7.72176e-03,6.58980e-04,-6.58980e-04
3.28870e-16,6.00000e+02,8.16435e-03,6.72990e-04,-6.72990e-04
2.81896e-16,6.00000e+02,8.39019e-03,6.77470e-04,-6.77470e-04
2.46655e-16,6.00000e+02,8.47430e-03,6.76300e-04,-6.76300e-04
2.19247e-16,6.00000e+02,8.46522e-03,6.71690e-04,-6.71690e-04
1.97326e-16,6.00000e+02,8.39540e-03,6.64940e-04,-6.64940e-04
9.86614e-17,6.00000e+02,5.10326e-03,9.45750e-04,-9.45750e-04
6.57740e-17,6.00000e+02,4.14188e-03,7.49820e-04,-7.49820e-04
4.93292e-17,6.00000e+02,3.45574e-03,6.19810e-04,-6.19810e-04
3.94652e-17,6.00000e+02,2.95643e-03,5.28020e-04,-5.28020e-04
3.28870e-17,6.00000e+02,2.58005e-03,4.59870e-04,-4.59870e-04
2.81896e-17,6.00000e+02,2.28736e-03,4.07290e-04,-4.07290e-04
2.46655e-17,6.00000e+02,2.05365e-03,3.65500e-04,-3.65500e-04
2.19247e-17,6.00000e+02,1.86285e-03,3.31480e-04,-3.31480e-04
1.97326e-17,6.00000e+02,1.70427e-03,3.03260e-04,-3.03260e-04
9.86614e-18,6.00000e+02,1.40590e-03,2.53680e-04,-2.53680e-04
6.57740e-18,6.00000e+02,9.65682e-04,1.73500e-04,-1.73500e-04
4.93292e-18,6.00000e+02,7.36734e-04,1.31860e-04,-1.31860e-04
3.94652e-18,6.00000e+02,5.96415e-04,1.06370e-04,-1.06370e-04
3.28870e-18,6.00000e+02,5.01608e-04,8.91690e-05,-8.91690e-05
2.81896e-18,6.00000e+02,4.33244e-04,7.68170e-05,-7.68170e-05
2.46655e-18,6.00000e+02,3.81598e-04,6.75440e-05,-6.75440e-05
2.19247e-18,6.00000e+02,3.41179e-04,6.03480e-05,-6.03480e-05
1.97326e-18,6.00000e+02,3.08669e-04,5.46160e-05,-5.46160e-05
9.86614e-14,7.00000e+02,1.88521e-38,1.28070e-52,-1.28070e-52
6.57740e-14,7.00000e+02,8.32968e-27,3.35680e-36,-3.35680e-36
4.93292e-14,7.00000e+02,5.08565e-21,5.02200e-28,-5.02200e-28
3.94652e-14,7.00000e+02,1.43168e-17,3.89910e-23,-3.89910e-23
3.28870e-14,7.00000e+02,2.76022e-15,7.03100e-20,-7.03100e-20
2.81896e-14,7.00000e+02,1.15568e-13,1.49170e-17,-1.49170e-17
2.46655e-14,7.00000e+02,1.86919e-12,8.33340e-16,-8.33340e-16
2.19247e-14,7.00000e+02,1.60782e-11,1.91160e-14,-1.91160e-14
1.97326e-14,7.00000e+02,8.90893e-11,2.34840e-13,-2.34840e-13
9.86614e-15,7.00000e+02,2.00265e-07,1.79840e-08,-1.79840e-08
6.57740e-15,7.00000e+02,3.66542e-06,7.25210e-07,-7.25210e-07
4.93292e-15,7.00000e+02,1.96136e-05,4.71180e-06,-4.71180e-06
3.94652e-15,7.00000e+02,5.99114e-05,1.50510e-05,-1.50510e-05
3.28870e-15,7.00000e+02,1.34360e-04,3.37210e-05,-3.37210e-05
2.81896e-15,7.00000e+02,2.48501e-04,6.15280e-05,-6.15280e-05
2.46655e-15,7.00000e+02,4.03341e-04,9.83730e-05,-9.83730e-05
2.19247e-15,7.00000e+02,5.96364e-04,1.43390e-04,-1.43390e-04
1.97326e-15,7.00000e+02,8.22953e-04,1.95130e-04,-1.95130e-04
9.86614e-16,7.00000e+02,3.25492e-03,3.26740e-04,-3.26740e-04
6.57740e-16,7.00000e+02,5.47351e-03,4.82730e-04,-4.82730e-04
4.93292e-16,7.00000e+02,7.04099e-03,5.77620e-04,-5.77620e-04
3.94652e-16,7.00000e+02,8.06062e-03,6.34670e-04,-6.34670e-04
3.28870e-16,7.00000e+02,8.68416e-03,6.68150e-04,-6.68150e-04
2.81896e-16,7.00000e+02,9.03420e-03,6.86430e-04,-6.86430e-04
2.46655e-16,7.00000e+02,9.19815e-03,6.94620e-04,-6.94620e-04
2.19247e-16,7.00000e+02,9.23617e-03,6.95980e-04,-6.95980e-04
1.97326e-16,7.00000e+02,9.18918e-03,6.92660e-04,-6.92660e-04
9.86614e-17,7.00000e+02,8.40397e-03,1.14230e-03,-1.14230e-03
6.57740e-17,7.00000e+02,6.74160e-03,9.10530e-04,-9.10530e-04
4.93292e-17,7.00000e+02,5.57591e-03,7.51170e-04,-7.51170e-04
3.94652e-17,7.00000e+02,4.74149e-03,6.37890e-04,-6.37890e-04
3.28870e-17,7.00000e+02,4.12092e-03,5.53840e-04,-5.53840e-04
2.81896e-17,7.00000e+02,3.64328e-03,4.89190e-04,-4.89190e-04
2.46655e-17,7.00000e+02,3.26503e-03,4.37980e-04,-4.37980e-04
2.19247e-17,7.00000e+02,2.95824e-03,3.96430e-04,-3.96430e-04
1.97326e-17,7.00000e+02,2.70456e-03,3.62070e-04,-3.62070e-04
9.86614e-18,7.00000e+02,1.19166e-03,2.43330e-04,-2.43330e-04
6.57740e-18,7.00000e+02,8.19117e-04,1.66220e-04,-1.66220e-04
4.93292e-18,7.00000e+02,6.25322e-04,1.26290e-04,-1.26290e-04
3.94652e-18,7.00000e+02,5.06577e-04,1.01870e-04,-1.01870e-04
3.28870e-18,7.00000e+02,4.26472e-04,8.54200e-05,-8.54200e-05
2.81896e-18,7.00000e+02,3.68885e-04,7.35980e-05,-7.35980e-05
2.46655e-18,7.00000e+02,3.25555e-04,6.47270e-05,-6.47270e-05
2.19247e-18,7.00000e+02,2.91796e-04,5.78690e-05,-5.78690e-05
1.97326e-18,7.00000e+02,2.64761e-04,5.24580e-05,-5.24580e-05
9.86614e-14,8.00000e+02,1.29245e-37,3.15170e-37,-3.15170e-37
6.57740e-14,8.00000e+02,8.29262e-27,2.02220e-26,-2.02220e-26
4.93292e-14,8.00000e+02,1.92957e-21,4.70520e-21,-4.70520e-21
3.94652e-14,8.00000e+02,3.04599e-18,7.42480e-18,-7.42480e-18
3.28870e-14,8.00000e+02,4.00383e-16,9.73150e-16,-9.73150e-16
2.81896e-14,8.00000e+02,1.28707e-14,3.09240e-14,-3.09240e-14
2.46655e-14,8.00000e+02,1.74593e-13,4.06590e-13,-4.06590e-13
2.19247e-14,8.00000e+02,1.36215e-12,2.97600e-12,-2.97600e-12
1.97326e-14,8.00000e+02,7.37387e-12,1.45010e-11,-1.45010e-11
9.86614e-15,8.00000e+02,5.75290e-08,3.63520e-08,-3.63520e-08
6.57740e-15,8.00000e+02,1.91723e-06,1.00830e-06,-1.00830e-06
4.93292e-15,8.00000e+02,1.24248e-05,5.67090e-06,-5.67090e-06
3.94652e-15,8.00000e+02,4.14786e-05,1.64210e-05,-1.64210e-05
3.28870e-15,8.00000e+02,9.86089e-05,3.44020e-05,-3.44020e-05
2.81896e-15,8.00000e+02,1.91029e-04,6.03750e-05,-6.03750e-05
2.46655e-15,8.00000e+02,3.22684e-04,9.50180e-05,-9.50180e-05
2.19247e-15,8.00000e+02,4.94361e-04,1.38680e-04,-1.38680e-04
1.97326e-15,8.00000e+02,7.04295e-04,1.91140e-04,-1.91140e-04
9.86614e-16,8.00000e+02,3.15203e-03,3.46900e-04,-3.46900e-04
6.57740e-16,8.00000e+02,5.50133e-03,4.99050e-04,-4.99050e-04
4.93292e-16,8.00000e+02,7.18487e-03,5.87740e-04,-5.87740e-04
3.94652e-16,8.00000e+02,8.29797e-03,6.39950e-04,-6.39950e-04
3.28870e-16,8.00000e+02,9.00145e-03,6.70650e-04,-6.70650e-04
